Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,day_of_journey,month_of_journey,count_journey_days,dep_day_part,arrival_day_part,check-in baggage included,In-flight meal,Change airports,Business class,layover,stop_points, AMD , ATQ , BBI , BDQ , BHO , BLR , BOM , CCU , COK , DED , DEL , GAU , GOI , GWL , HBX , HYD , IDR , IMF , ISK , IXA , IXB , IXC , IXR , IXU , IXZ , JAI , JDH , JLR , KNU , LKO , MAA , NAG , NDC , PAT , PNQ , RPR , STV , TRV , UDR , VGA , VNS , VTZ 
IndiGo,2019-06-09,Kolkata,Banglore,15:30,18:05,2.58,0,5224,9,6,0.0,afternoon,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-09,Kolkata,Banglore,04:40,07:15,2.58,0,4804,9,5,0.0,mid night,early morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-06,Chennai,Kolkata,19:35,21:55,2.33,0,3597,6,6,0.0,evening,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-27,Kolkata,Banglore,11:30,14:05,2.58,0,4804,27,6,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-06,Mumbai,Hyderabad,10:20,11:50,1.5,0,4995,6,5,0.0,morning,morning,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-04-09,Kolkata,Banglore,09:00,11:25,2.42,0,3873,9,4,0.0,morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-01,Delhi,Cochin,15:00,04:25,13.42,1,10262,1,6,1.0,afternoon,mid night,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-18,Mumbai,Hyderabad,19:35,21:05,1.5,0,3210,18,6,0.0,evening,evening,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoAir,2019-06-09,Delhi,Cochin,07:30,13:35,6.08,1,6276,9,6,0.0,early morning,afternoon,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-12,Banglore,New Delhi,18:55,13:15,18.33,1,11087,12,3,1.0,evening,afternoon,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-01,Kolkata,Banglore,14:05,04:40,14.58,1,13941,1,5,1.0,afternoon,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-03,Delhi,Cochin,05:10,08:00,2.83,0,5201,3,6,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-04-24,Delhi,Cochin,05:05,16:10,11.08,1,6171,24,4,0.0,early morning,afternoon,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Asia,2019-03-01,Kolkata,Banglore,19:35,22:05,2.5,0,5964,1,3,0.0,evening,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-18,Delhi,Cochin,09:40,12:35,26.92,2,13029,18,5,1.0,morning,afternoon,1,0,0,0,0,"[' JAI ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-27,Banglore,Delhi,08:20,11:20,3.0,0,4030,27,5,0.0,morning,morning,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoAir,2019-05-18,Kolkata,Banglore,16:40,00:15,7.58,1,10586,18,5,1.0,afternoon,mid night,1,1,0,0,0,[' AMD '],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-06,Mumbai,Hyderabad,11:35,19:25,31.83,2,17926,6,3,1.0,morning,evening,1,1,0,0,0,"[' JAI ', ' DEL ']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-06,Delhi,Cochin,11:00,14:15,3.25,0,9564,6,6,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-15,Kolkata,Banglore,10:20,17:35,7.25,1,8355,15,5,0.0,morning,afternoon,1,1,0,0,0,[' GAU '],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-06-06,Delhi,Cochin,10:20,01:30,15.17,1,6795,6,6,1.0,morning,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-15,Delhi,Cochin,13:30,08:15,18.75,1,10671,15,5,1.0,afternoon,morning,1,1,0,0,0,[' BLR '],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-27,Delhi,Cochin,13:20,07:40,18.33,2,10178,27,3,1.0,afternoon,early morning,1,1,0,0,0,"[' UDR ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vistara,2019-06-12,Kolkata,Banglore,07:10,09:05,25.92,1,7927,12,6,1.0,early morning,morning,1,1,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-18,Mumbai,Hyderabad,13:55,15:25,1.5,0,3100,18,5,0.0,afternoon,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-06,Delhi,Cochin,19:45,19:15,23.5,2,12646,6,3,1.0,evening,evening,1,1,0,0,0,"[' AMD ', ' BOM ']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-06,Delhi,Cochin,05:05,10:05,5.0,1,7894,6,3,0.0,early morning,morning,1,1,0,0,0,[' BLR '],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-24,Banglore,Delhi,01:30,04:15,2.75,0,3943,24,6,0.0,mid night,mid night,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-05-09,Delhi,Cochin,11:25,19:15,7.83,1,7575,9,5,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vistara,2019-06-24,Delhi,Cochin,14:40,17:50,3.17,0,6216,24,6,0.0,afternoon,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-21,Delhi,Cochin,17:05,22:15,5.17,1,6147,21,5,0.0,afternoon,evening,1,1,0,0,0,[' BLR '],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-15,Delhi,Cochin,17:30,01:30,8.0,1,6979,15,5,1.0,afternoon,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-27,Delhi,Cochin,18:05,21:10,3.08,0,6094,27,5,0.0,evening,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-27,Delhi,Cochin,20:50,04:25,7.58,1,12242,27,3,1.0,evening,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-12,Kolkata,Banglore,12:00,21:50,9.83,2,9416,12,6,0.0,afternoon,evening,1,1,0,0,0,"[' BBI ', ' BOM ']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-21,Delhi,Cochin,13:15,09:25,20.17,2,7107,21,3,1.0,afternoon,morning,1,1,0,0,0,"[' HYD ', ' MAA ']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-09,Delhi,Cochin,21:25,19:00,21.58,2,13292,9,6,1.0,evening,evening,1,1,0,0,0,"[' IDR ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-03,Chennai,Kolkata,07:55,10:15,2.33,0,7295,3,3,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-04-18,Banglore,Delhi,00:30,03:25,2.92,0,4423,18,4,0.0,mid night,mid night,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-24,Banglore,New Delhi,05:45,10:25,4.67,1,8147,24,3,0.0,early morning,morning,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-05-27,Delhi,Cochin,13:00,01:30,12.5,1,13377,27,5,1.0,afternoon,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-06,Banglore,New Delhi,14:05,00:45,10.67,1,13502,6,3,1.0,afternoon,mid night,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-09,Delhi,Cochin,05:40,04:25,22.75,2,13764,9,3,1.0,early morning,mid night,1,0,0,0,0,"[' BHO ', ' BOM ']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-06,Kolkata,Banglore,17:00,09:45,16.75,1,12692,6,6,1.0,afternoon,morning,1,1,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-18,Kolkata,Banglore,17:15,19:50,2.58,0,4804,18,5,0.0,afternoon,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-04-01,Kolkata,Banglore,08:25,09:20,24.92,1,7064,1,4,1.0,morning,morning,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-24,Delhi,Cochin,07:05,12:35,5.5,1,14924,24,6,0.0,early morning,afternoon,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-01,Kolkata,Banglore,15:20,17:55,2.58,0,6565,1,3,0.0,afternoon,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-18,Delhi,Cochin,16:40,19:15,26.58,2,9863,18,5,1.0,afternoon,evening,1,1,0,0,0,"[' AMD ', ' BOM ']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-06,Delhi,Cochin,16:00,21:00,5.0,1,7725,6,3,0.0,afternoon,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-21,Mumbai,Hyderabad,19:35,21:05,1.5,0,3210,21,5,0.0,evening,evening,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-01,Kolkata,Banglore,19:00,04:40,9.67,1,6117,1,5,1.0,evening,mid night,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-24,Delhi,Cochin,16:00,04:25,12.42,1,10262,24,6,1.0,afternoon,mid night,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-04-01,Banglore,Delhi,04:00,06:50,2.83,0,3943,1,4,0.0,mid night,early morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-12,Kolkata,Banglore,18:55,04:40,9.75,1,12576,12,6,1.0,evening,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Asia,2019-04-21,Delhi,Cochin,07:55,13:25,5.5,1,7452,21,4,0.0,early morning,afternoon,1,1,0,0,0,[' BLR '],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-01,Kolkata,Banglore,06:30,16:20,9.83,1,14781,1,5,0.0,early morning,afternoon,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-12,Kolkata,Banglore,09:10,13:15,4.08,1,8996,12,6,0.0,morning,afternoon,1,1,0,0,0,[' BBI '],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-06,Delhi,Cochin,13:30,08:15,18.75,1,11563,6,3,1.0,afternoon,morning,1,1,0,0,0,[' BLR '],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-09,Banglore,New Delhi,04:00,06:50,2.83,0,4777,9,3,0.0,mid night,early morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-04-09,Kolkata,Banglore,15:30,18:05,2.58,0,4174,9,4,0.0,afternoon,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-06-06,Kolkata,Banglore,17:10,19:40,2.5,0,3841,6,6,0.0,afternoon,evening,0,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-24,Delhi,Cochin,18:20,04:25,10.08,2,13775,24,6,1.0,evening,mid night,1,1,0,0,0,"[' ATQ ', ' BOM ']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-27,Delhi,Cochin,17:20,09:25,16.08,1,5117,27,3,1.0,afternoon,morning,1,1,0,0,0,[' MAA '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-15,Mumbai,Hyderabad,19:35,21:05,1.5,0,5678,15,6,0.0,evening,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-04-01,Delhi,Cochin,14:00,19:00,5.0,1,5177,1,4,0.0,afternoon,evening,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-05-09,Delhi,Cochin,17:55,22:50,4.92,1,5975,9,5,0.0,afternoon,evening,1,1,0,0,0,[' BLR '],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-03,Banglore,New Delhi,00:40,03:25,2.75,0,6860,3,3,0.0,mid night,mid night,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-18,Kolkata,Banglore,09:35,12:20,2.75,0,4804,18,5,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-06-27,Delhi,Cochin,11:30,01:30,14.0,1,13377,27,6,1.0,morning,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-21,Delhi,Cochin,10:00,19:15,9.25,1,8372,21,5,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-06-01,Delhi,Cochin,09:00,21:00,12.0,1,7933,1,6,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-15,Mumbai,Hyderabad,06:25,07:55,1.5,0,4049,15,5,0.0,early morning,early morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-03,Banglore,New Delhi,10:00,12:45,2.75,0,11423,3,3,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-15,Kolkata,Banglore,18:55,16:20,21.42,1,10844,15,5,1.0,evening,afternoon,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-21,Delhi,Cochin,09:40,04:25,42.75,2,12819,21,3,2.0,morning,mid night,1,1,0,0,0,"[' JAI ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-04-18,Banglore,Delhi,21:10,00:05,2.92,0,5621,18,4,1.0,evening,mid night,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-09,Banglore,Delhi,17:00,19:45,2.75,0,5228,9,5,0.0,afternoon,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-27,Delhi,Cochin,05:25,19:45,38.33,2,9254,27,3,1.0,early morning,evening,1,0,0,0,0,"[' IDR ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-01,Mumbai,Hyderabad,06:25,07:55,1.5,0,4392,1,5,0.0,early morning,early morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-21,Mumbai,Hyderabad,10:20,11:50,1.5,0,8040,21,3,0.0,morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Asia,2019-04-27,Banglore,Delhi,11:10,13:55,2.75,0,4483,27,4,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-03,Delhi,Cochin,09:45,09:25,23.67,2,12760,3,3,1.0,morning,morning,1,1,0,0,0,"[' HYD ', ' MAA ']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-15,Banglore,Delhi,15:15,18:10,2.92,0,7229,15,5,0.0,afternoon,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vistara,2019-04-24,Banglore,Delhi,07:00,09:40,2.67,0,5403,24,4,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-21,Delhi,Cochin,07:00,19:15,12.25,1,7934,21,3,0.0,early morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoAir,2019-05-15,Kolkata,Banglore,23:30,07:45,8.25,1,6945,15,5,1.0,night,early morning,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
